presenter_name,presenter_institution,presentation_title,session_title,session_description
Kristyne Bradford,Western Illinois University,NA,The Networked Rhetorical Situation: 3 Case Studies in Genre Change ,"Three empirical studies of genre change, presented as evidence of networks acting as situations requiring new social action."
Stephen Carradini,North Carolina State University,NA,The Networked Rhetorical Situation: 3 Case Studies in Genre Change ,"Three empirical studies of genre change, presented as evidence of networks acting as situations requiring new social action."
Jason Swarts,North Carolina State University,NA,The Networked Rhetorical Situation: 3 Case Studies in Genre Change ,"Three empirical studies of genre change, presented as evidence of networks acting as situations requiring new social action."
Tampa CC,Room 5,NA,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
Johanna Phelps-Hillen,University of South Florida,NA,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
Bruce Bowles,Florida State University,Moneyball Writing Assessment,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
Holly Bauer,University of California,Writing Program Assessment and the Risks of Scientism,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
Madeleine Picciotto,University of California,Writing Program Assessment and the Risks of Scientism,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
Karyn Hollis,Villanova University,From Risk to Relevance:,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
A Multimodal Interview with Les Perelman,â€˜The Man Who Killed the,NA,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
"SAT Essay,â€™ created with SCALAR",Open Source,NA,Writing Assessment and Research Methodologies ,"Multimodal online authoring tools, sabermetrics, and scientific approaches explore writing and program assessment."
Marriott,Meeting Room 6,NA,Literacy in Motion: Researching and Teaching Multiliteracies across Scenes of Writing ,Presents three case studies grounded in mobile theories and research methods to explore the practices of writers across space-time.
Brice Nordquist,Syracuse University,NA,Literacy in Motion: Researching and Teaching Multiliteracies across Scenes of Writing ,Presents three case studies grounded in mobile theories and research methods to explore the practices of writers across space-time.
Tom Fox,California State University,NA,Literacy in Motion: Researching and Teaching Multiliteracies across Scenes of Writing ,Presents three case studies grounded in mobile theories and research methods to explore the practices of writers across space-time.
Steven Fraiberg,Michigan State University,NA,Literacy in Motion: Researching and Teaching Multiliteracies across Scenes of Writing ,Presents three case studies grounded in mobile theories and research methods to explore the practices of writers across space-time.
Brice Nordquist,Syracuse University,NA,Literacy in Motion: Researching and Teaching Multiliteracies across Scenes of Writing ,Presents three case studies grounded in mobile theories and research methods to explore the practices of writers across space-time.
Tampa CC,Room 10,NA,Responding to Student Writers: Productively Situating Responses to Students and Their Writing ,Three data-based studies of the identities and emotional stances writers and teachers adopt in student writing response contexts.
Pamela Takayoshi,Kent State University,NA,Responding to Student Writers: Productively Situating Responses to Students and Their Writing ,Three data-based studies of the identities and emotional stances writers and teachers adopt in student writing response contexts.
Shannon McKeehen,Kent State University,Teaching Non-Evaluative Peer Response: A Freirean Teacher-Researcher,Responding to Student Writers: Productively Situating Responses to Students and Their Writing ,Three data-based studies of the identities and emotional stances writers and teachers adopt in student writing response contexts.
Nicole Caswell,East Carolina University,Reconsider Emotion: How Emotions Shape Teacher Response to Student Writing,Responding to Student Writers: Productively Situating Responses to Students and Their Writing ,Three data-based studies of the identities and emotional stances writers and teachers adopt in student writing response contexts.
Pamela Takayoshi,Kent State University,â€˜I was sounding like an actual writerâ€™: Writerly Identity in Student-Teacher Conferencing,Responding to Student Writers: Productively Situating Responses to Students and Their Writing ,Three data-based studies of the identities and emotional stances writers and teachers adopt in student writing response contexts.
Tampa CC,Room 11,NA,"Inventing the Field: Researcher Identity, Dissertations, and Metaphors for Invention ",Research reveals the cognitive processes of constructing new researcher identities.
John David Harding,Saint Leo University,NA,"Inventing the Field: Researcher Identity, Dissertations, and Metaphors for Invention ",Research reveals the cognitive processes of constructing new researcher identities.
Benjamin Miller,"City University of New York Graduate Center,",NA,"Inventing the Field: Researcher Identity, Dissertations, and Metaphors for Invention ",Research reveals the cognitive processes of constructing new researcher identities.
Bronx,"""Writing is a ________ Subject: Topic-Modeling Dissertations in Composition/Rhetoric""",Writing is a ________ Subject: Topic-Modeling Dissertations in Composition/Rhetoric,"Inventing the Field: Researcher Identity, Dissertations, and Metaphors for Invention ",Research reveals the cognitive processes of constructing new researcher identities.
Jason Wirtz,Hunter College,Metaphors for Invention: Accomplished Writers Describe Nonconscious Cognition,"Inventing the Field: Researcher Identity, Dissertations, and Metaphors for Invention ",Research reveals the cognitive processes of constructing new researcher identities.
Rachael Cayley,University of Toronto,Adopting a New Research Identity: Implications for the Writing Process,"Inventing the Field: Researcher Identity, Dissertations, and Metaphors for Invention ",Research reveals the cognitive processes of constructing new researcher identities.
Marriott,Meeting Room 8,NA,Better Breathers are Better Learners ,"This panel explores connections among mindfulness, meditation, and yoga with writing pedagogy to help strengthen student writing."
Asao Inoue,University of Washington Tacoma,NA,Better Breathers are Better Learners ,"This panel explores connections among mindfulness, meditation, and yoga with writing pedagogy to help strengthen student writing."
Emily Beals,California State University,Compassionate Habits: The Implementation of Self-Compassion and Mindfulness Meditation within the Writing Classroom,Better Breathers are Better Learners ,"This panel explores connections among mindfulness, meditation, and yoga with writing pedagogy to help strengthen student writing."
Jeremiah Henry,California State University,Piecing Together Peace: A Grammar and Rhetoric of Mindfulness in the Writing,Better Breathers are Better Learners ,"This panel explores connections among mindfulness, meditation, and yoga with writing pedagogy to help strengthen student writing."
Jennifer Consilio,Lewis University,"Transforming Mind, Body and Writing: Incorporating Mindfulness and Yoga into the",Better Breathers are Better Learners ,"This panel explores connections among mindfulness, meditation, and yoga with writing pedagogy to help strengthen student writing."
Susan Naomi Bernstein,Arizona State University,NA,Better Breathers are Better Learners ,"This panel explores connections among mindfulness, meditation, and yoga with writing pedagogy to help strengthen student writing."
Tampa CC,Room 12,NA,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Christine Gregory,Florida International University,NA,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Kacee Belcher,Florida International University,Entering Global Discourse through a Translingual Lens: Helping,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Enzu Castellanos,Florida International University,Rephrasing the Obvious Questions: Why We Research Ideas instead of Subjects to,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Nick Vagnoni,Florida International University,From Risk to Rewards: Engaging Academic Writing Tasks to Sensitize Students to,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Patricia Warman-Cano,Florida International University,Problem,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Promoting Global Citizenship and Improving Critical-Thinking Skills through Themed,"Research-Based Projects""",NA,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Christine Gregory,Florida International University,Redefining  the Mainstream: Serving a Multilingual Population through Universal,Breaking Down Barriers: Risks and Rewards of Redesigning FYC Curriculum for the Multilingual Reality ,This presentation shares ways we redesigned our FYC curricula to allow students to draw on their cultural and language diversity.
Tampa CC,Room 13,NA,Taking Risks in Teaching Politics and Ethics in FYC ,"Lively discussion about teaching dog-whistle rhetoric, risk, and lying in FYC"
Maxwell Philbrook,University of Missouri,NA,Taking Risks in Teaching Politics and Ethics in FYC ,"Lively discussion about teaching dog-whistle rhetoric, risk, and lying in FYC"
Stephen Whitley,Collin College,Leap and the Net Will Appear: Examining Dog-Whistle Rhetoric in the First-Year,Taking Risks in Teaching Politics and Ethics in FYC ,"Lively discussion about teaching dog-whistle rhetoric, risk, and lying in FYC"
John Hanly,Monmouth University,Point of No Return?:,Taking Risks in Teaching Politics and Ethics in FYC ,"Lively discussion about teaching dog-whistle rhetoric, risk, and lying in FYC"
Rhetoric,Ethics,NA,Taking Risks in Teaching Politics and Ethics in FYC ,"Lively discussion about teaching dog-whistle rhetoric, risk, and lying in FYC"
Kristen Miller,Tuskegee University,Composing Lies in Search of Ethos: A Different Sort of Academic Dishonesty,Taking Risks in Teaching Politics and Ethics in FYC ,"Lively discussion about teaching dog-whistle rhetoric, risk, and lying in FYC"
Tampa CC,Room 14,NA,Game On: Games and Gamification in First-Year Composition ,Scholar/Teachers demonstrate the integration of games and gamification into FYC as both objects of study and composition artifacts.
Summer Dickinson,Indiana University of Pennsylvania,NA,Game On: Games and Gamification in First-Year Composition ,Scholar/Teachers demonstrate the integration of games and gamification into FYC as both objects of study and composition artifacts.
Scott Lasley,University of Louisville,Roleplaying inside Arguments: Replay Value and Video Games in the First-Year Composition Class,Game On: Games and Gamification in First-Year Composition ,Scholar/Teachers demonstrate the integration of games and gamification into FYC as both objects of study and composition artifacts.
Lee Hibbard,University of Alabama in Huntsville,Battling with Monsters: Genre-Based Gamification in the Composition Classroom,Game On: Games and Gamification in First-Year Composition ,Scholar/Teachers demonstrate the integration of games and gamification into FYC as both objects of study and composition artifacts.
Skye Roberson,Arkansas State University,Go Boldly Forth!: Fusing Live-Action RolePlaying into First-Year Composition,Game On: Games and Gamification in First-Year Composition ,Scholar/Teachers demonstrate the integration of games and gamification into FYC as both objects of study and composition artifacts.
Sheryl Ruszkiewicz,Oakland University, Itâ€™s Dangerous to Go Alone! Take This: The Risks and Rewards of Games and,Game On: Games and Gamification in First-Year Composition ,Scholar/Teachers demonstrate the integration of games and gamification into FYC as both objects of study and composition artifacts.
Marriott,Florida Ballroom VI,NA,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Sondra Perl,Lehman College,NA,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Hilarie Ashton,Graduate Center,NA,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
NY,"""Valuing Silence""",Valuing Silence,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
 Nolan Chessman,Graduate Center,Valuing Silence,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Robert Greco,Graduate Center,To Boldly Fail: Space and Exploration in Digital Composing,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Erin M. Andersen,Graduate Center,To Boldly Fail: Space and Exploration in Digital Composing,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Anna-Alexis Larsson,City University of New York,Voicing the Digitally-Attuned Body,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Sean Molloy,Hunter College,Voicing the Digitally-Attuned Body,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Sondra Perl,Lehman College,Composing in the Here and Now,Felt Sense 2.0: Writing with the Body in a Digital World ,A participatory inquiry into notions of the body and composing processes as these relate to the creation of new media projects.
Tampa CC,Room 23,NA,Rhetorics of Augmented Reality ,"This panel argues for the rhetorical engagement with Augmented Reality, offering new rhetorical and pedagogical approaches."
Sean Morey,Clemson University,NA,Rhetorics of Augmented Reality ,"This panel argues for the rhetorical engagement with Augmented Reality, offering new rhetorical and pedagogical approaches."
John Tinnell,University of Colorado Denver,Augmenting Denver: Augmented Reality Composition in Community Contexts,Rhetorics of Augmented Reality ,"This panel argues for the rhetorical engagement with Augmented Reality, offering new rhetorical and pedagogical approaches."
Scot Barnett,Indiana University,Everting Rhetoric: Augmented Reality as Rhetorical Theory,Rhetorics of Augmented Reality ,"This panel argues for the rhetorical engagement with Augmented Reality, offering new rhetorical and pedagogical approaches."
Sean Morey,Clemson University,Abducting Reality: Risks and Rewards,Rhetorics of Augmented Reality ,"This panel argues for the rhetorical engagement with Augmented Reality, offering new rhetorical and pedagogical approaches."
Tampa CC,Room 19,NA,Queering the Ear: Queer Riffs on Rhetoric and Listening ,"""Queering the Ear"" riffs on queer approaches to listening that amplify new chords for rhet/comp theory and pedagogy."
Krista Ratcliffe,Marquette University,NA,Queering the Ear: Queer Riffs on Rhetoric and Listening ,"""Queering the Ear"" riffs on queer approaches to listening that amplify new chords for rhet/comp theory and pedagogy."
Kendall Gerdes,The University of Texas at Austin,A Rhetoric of Queer Style,Queering the Ear: Queer Riffs on Rhetoric and Listening ,"""Queering the Ear"" riffs on queer approaches to listening that amplify new chords for rhet/comp theory and pedagogy."
Devon Kehler,University of Arizona,Resonant Rhetorics: Queer Calibrations of Listening,Queering the Ear: Queer Riffs on Rhetoric and Listening ,"""Queering the Ear"" riffs on queer approaches to listening that amplify new chords for rhet/comp theory and pedagogy."
Timothy Oleksiak,Bloomsburg University,Listening Language as Queer Compositional Practice,Queering the Ear: Queer Riffs on Rhetoric and Listening ,"""Queering the Ear"" riffs on queer approaches to listening that amplify new chords for rhet/comp theory and pedagogy."
Krista Ratcliffe,Marquette University,NA,Queering the Ear: Queer Riffs on Rhetoric and Listening ,"""Queering the Ear"" riffs on queer approaches to listening that amplify new chords for rhet/comp theory and pedagogy."
Marriott,Florida Ballroom IV,NA,"After ""The Epistemic Music of Rhetoric"": Risks and Rewards Teaching Non/Object(ive), Dis/Sonic, E/Lectronic, Re/Embodied Sounds ","This panel explores through pedagogical performances several dimensions of scholarship in ""the episonic music of rhetoric."""
Steven Katz,Clemson University,NA,"After ""The Epistemic Music of Rhetoric"": Risks and Rewards Teaching Non/Object(ive), Dis/Sonic, E/Lectronic, Re/Embodied Sounds ","This panel explores through pedagogical performances several dimensions of scholarship in ""the episonic music of rhetoric."""
Michael Utley,Clemson University,Re-Writing the Riot: On Resisting a Definition for Punk Rock Rhetoric,"After ""The Epistemic Music of Rhetoric"": Risks and Rewards Teaching Non/Object(ive), Dis/Sonic, E/Lectronic, Re/Embodied Sounds ","This panel explores through pedagogical performances several dimensions of scholarship in ""the episonic music of rhetoric."""
Matthew Osborn,Clemson University,Aural Rhetoricâ€™s Double,"After ""The Epistemic Music of Rhetoric"": Risks and Rewards Teaching Non/Object(ive), Dis/Sonic, E/Lectronic, Re/Embodied Sounds ","This panel explores through pedagogical performances several dimensions of scholarship in ""the episonic music of rhetoric."""
Bind,"Sonified with Experimentation and Stability in Electronic Dance Music""",NA,"After ""The Epistemic Music of Rhetoric"": Risks and Rewards Teaching Non/Object(ive), Dis/Sonic, E/Lectronic, Re/Embodied Sounds ","This panel explores through pedagogical performances several dimensions of scholarship in ""the episonic music of rhetoric."""
A.D. Carson,Clemson University,A Rap on Rap: Hip-Hop Cognition and Composition (One Term At A Time),"After ""The Epistemic Music of Rhetoric"": Risks and Rewards Teaching Non/Object(ive), Dis/Sonic, E/Lectronic, Re/Embodied Sounds ","This panel explores through pedagogical performances several dimensions of scholarship in ""the episonic music of rhetoric."""
Marriott,Meeting Room 9,NA,Making Courses Talk to Each Other: Transfer of Learning from the First Year into the Disciplines ,"Transfer of writing strategies beyond FYC, exploring efforts in general education and WAC/WID programs."
Keith Rhodes,Hastings College,NA,Making Courses Talk to Each Other: Transfer of Learning from the First Year into the Disciplines ,"Transfer of writing strategies beyond FYC, exploring efforts in general education and WAC/WID programs."
Carol Rutz,Carleton College,Faculty Autonomy and Integrated Curricular Goals,Making Courses Talk to Each Other: Transfer of Learning from the First Year into the Disciplines ,"Transfer of writing strategies beyond FYC, exploring efforts in general education and WAC/WID programs."
John Bean,Seattle University,Strategies for Increasing Transfer of â€˜Academic Writing Skillsâ€™ from FYC into Gen-Ed Disciplinary,Making Courses Talk to Each Other: Transfer of Learning from the First Year into the Disciplines ,"Transfer of writing strategies beyond FYC, exploring efforts in general education and WAC/WID programs."
Keith Rhodes,Hastings College,The â€˜Expert Schemaâ€™ of Effective Writers: How People Learn Writing as a General Education Objective,Making Courses Talk to Each Other: Transfer of Learning from the First Year into the Disciplines ,"Transfer of writing strategies beyond FYC, exploring efforts in general education and WAC/WID programs."
Tampa CC,Room 16,NA,A Change for the Better: WAC/Writing Center Partnerships ,Organizational development theory helps build strong WAC/Writing Center alliances while managing and sustaining changes.
Laura Brady,West Virginia University,NA,A Change for the Better: WAC/Writing Center Partnerships ,Organizational development theory helps build strong WAC/Writing Center alliances while managing and sustaining changes.
Laura Brady,West Virginia University,NA,A Change for the Better: WAC/Writing Center Partnerships ,Organizational development theory helps build strong WAC/Writing Center alliances while managing and sustaining changes.
Nathalie Singh-Corcoran,West Virginia University,NA,A Change for the Better: WAC/Writing Center Partnerships ,Organizational development theory helps build strong WAC/Writing Center alliances while managing and sustaining changes.
James Holsinger,West Virginia University,NA,A Change for the Better: WAC/Writing Center Partnerships ,Organizational development theory helps build strong WAC/Writing Center alliances while managing and sustaining changes.
Tampa CC,Room 18,NA,Risking Word and Limb: Embodied Strategies in the Tutoring of Writing ,This panel will actively explore embodied strategies in the tutoring and teaching of writing.
Heidi Stevenson,Northern Michigan University,NA,Risking Word and Limb: Embodied Strategies in the Tutoring of Writing ,This panel will actively explore embodied strategies in the tutoring and teaching of writing.
Molly Fox,Northern Michigan University,NA,Risking Word and Limb: Embodied Strategies in the Tutoring of Writing ,This panel will actively explore embodied strategies in the tutoring and teaching of writing.
Amy Hansen,Northern Michigan University,NA,Risking Word and Limb: Embodied Strategies in the Tutoring of Writing ,This panel will actively explore embodied strategies in the tutoring and teaching of writing.
Michael Jacoby,Northern Michigan University,NA,Risking Word and Limb: Embodied Strategies in the Tutoring of Writing ,This panel will actively explore embodied strategies in the tutoring and teaching of writing.
Heidi Stevenson,Northern Michigan University,NA,Risking Word and Limb: Embodied Strategies in the Tutoring of Writing ,This panel will actively explore embodied strategies in the tutoring and teaching of writing.
Tampa CC,Room 21,NA,"Absolute Equality: Rhetorics of Race and Class, Resistance and Reconciliation from Jim Crow to a Post-Racial United States ",Rhetorics of resistance and reconciliation from Jim Crow to the present day as evidenced in an array of textual artifacts.
Frankie Condon,University of Waterloo,NA,"Absolute Equality: Rhetorics of Race and Class, Resistance and Reconciliation from Jim Crow to a Post-Racial United States ",Rhetorics of resistance and reconciliation from Jim Crow to the present day as evidenced in an array of textual artifacts.
Vershawn Young,University of Waterloo,The Dead Manâ€™s English Teacher: The Rhetorical Gap between Race,"Absolute Equality: Rhetorics of Race and Class, Resistance and Reconciliation from Jim Crow to a Post-Racial United States ",Rhetorics of resistance and reconciliation from Jim Crow to the present day as evidenced in an array of textual artifacts.
Greg Campbell,University of Waterloo,Black Gaze/ Black Agency: Jim Crow and the â€˜Negro Motorist Green Bookâ€™,"Absolute Equality: Rhetorics of Race and Class, Resistance and Reconciliation from Jim Crow to a Post-Racial United States ",Rhetorics of resistance and reconciliation from Jim Crow to the present day as evidenced in an array of textual artifacts.
Frankie Condon,University of Waterloo,A Rotten,"Absolute Equality: Rhetorics of Race and Class, Resistance and Reconciliation from Jim Crow to a Post-Racial United States ",Rhetorics of resistance and reconciliation from Jim Crow to the present day as evidenced in an array of textual artifacts.
Tourgee,Debs, NA,"Absolute Equality: Rhetorics of Race and Class, Resistance and Reconciliation from Jim Crow to a Post-Racial United States ",Rhetorics of resistance and reconciliation from Jim Crow to the present day as evidenced in an array of textual artifacts.
Marriott,Florida Ballroom I,NA,From Remediation to Meaning: Approaches to Structuring Co-Requisite Courses ,"This panel will explore three ways of aligning co-requisite classes, ensuring that they are meaningful for students."
Susan Gabriel,Community College of Baltimore County,NA,From Remediation to Meaning: Approaches to Structuring Co-Requisite Courses ,"This panel will explore three ways of aligning co-requisite classes, ensuring that they are meaningful for students."
Jamey Gallagher,"Community College of Baltimore County,",NA,From Remediation to Meaning: Approaches to Structuring Co-Requisite Courses ,"This panel will explore three ways of aligning co-requisite classes, ensuring that they are meaningful for students."
MD,"""Generic Conventions in ALP""",Generic Conventions in ALP,From Remediation to Meaning: Approaches to Structuring Co-Requisite Courses ,"This panel will explore three ways of aligning co-requisite classes, ensuring that they are meaningful for students."
Kelly Keane,Teachers College,Utilizing Critical Relevant Pedagogy in an Accelerated Freshman,From Remediation to Meaning: Approaches to Structuring Co-Requisite Courses ,"This panel will explore three ways of aligning co-requisite classes, ensuring that they are meaningful for students."
Peter Adams,Community College of Baltimore County,Basic Writing Transformed,From Remediation to Meaning: Approaches to Structuring Co-Requisite Courses ,"This panel will explore three ways of aligning co-requisite classes, ensuring that they are meaningful for students."
Community,Civic & Public NA,NA,From Remediation to Meaning: Approaches to Structuring Co-Requisite Courses ,"This panel will explore three ways of aligning co-requisite classes, ensuring that they are meaningful for students."
Marriott,Florida Ballroom II,NA,Writing Reciprocity: The Risks and Rewards of Community Literacy Initiatives ,We will share innovative strategies for 21st-century community literacy outreach initiatives.
Katie McWain,University of Nebraska-Lincoln,NA,Writing Reciprocity: The Risks and Rewards of Community Literacy Initiatives ,We will share innovative strategies for 21st-century community literacy outreach initiatives.
Ashanka Kumari,University of Nebraska-Lincoln,Digital Literacy Pedagogy for Community Outreach Organizations,Writing Reciprocity: The Risks and Rewards of Community Literacy Initiatives ,We will share innovative strategies for 21st-century community literacy outreach initiatives.
 Kelly Meyer,University of Nebraska-Lincoln,A Relational Ethic: The New Land Grant Institution Mission,Writing Reciprocity: The Risks and Rewards of Community Literacy Initiatives ,We will share innovative strategies for 21st-century community literacy outreach initiatives.
Katie McWain,University of Nebraska-Lincoln,Feminist Rhetorical Strategies in Community Literacy Work,Writing Reciprocity: The Risks and Rewards of Community Literacy Initiatives ,We will share innovative strategies for 21st-century community literacy outreach initiatives.
Elenore Long,Arizona State University,NA,Writing Reciprocity: The Risks and Rewards of Community Literacy Initiatives ,We will share innovative strategies for 21st-century community literacy outreach initiatives.
Community,Civic & Public NA,NA,Writing Reciprocity: The Risks and Rewards of Community Literacy Initiatives ,We will share innovative strategies for 21st-century community literacy outreach initiatives.
Marriott,Florida Ballroom III,NA,Carceral Democracies: Rhetorics of and from Imprisonment ,Speakers consider the impact of incarceration and prisons on our democratic rhetorical practices.
Chris Earle,University of Wisconsin-Madison,NA,Carceral Democracies: Rhetorics of and from Imprisonment ,Speakers consider the impact of incarceration and prisons on our democratic rhetorical practices.
Richard Marback,Wayne State University,Robben Island and the Narrative of a Democratic South Africa,Carceral Democracies: Rhetorics of and from Imprisonment ,Speakers consider the impact of incarceration and prisons on our democratic rhetorical practices.
Nadya Pittendrigh,University of Illinois-Chicago,Making Visible Invisible Suffering: Affective Rhetoric in the Campaign to Close,Carceral Democracies: Rhetorics of and from Imprisonment ,Speakers consider the impact of incarceration and prisons on our democratic rhetorical practices.
Chris Earle,University of Wisconsin-Madison,Necropolitical Writing: Agency and Interruption from GuantÃ¡namo Bayâ€™s HIV Camp,Carceral Democracies: Rhetorics of and from Imprisonment ,Speakers consider the impact of incarceration and prisons on our democratic rhetorical practices.
Marriott,Meeting Room 2,NA,Re-Examining Creative Writing in Relation to Composition ,"Bridging the rhetoric/creative writing divide with survey research, textbook analysis, international multimodal writing, and WAC"
Janelle Adsit,Simon Fraser University,NA,Re-Examining Creative Writing in Relation to Composition ,"Bridging the rhetoric/creative writing divide with survey research, textbook analysis, international multimodal writing, and WAC"
Christopher Drew,Indiana State University,Creative Writing across the Curriculum,Re-Examining Creative Writing in Relation to Composition ,"Bridging the rhetoric/creative writing divide with survey research, textbook analysis, international multimodal writing, and WAC"
Steve Westbrook,California State University,Risky Writing: Linking Technological Experimentation and Social Action in U.S.,Re-Examining Creative Writing in Relation to Composition ,"Bridging the rhetoric/creative writing divide with survey research, textbook analysis, international multimodal writing, and WAC"
Janelle Adsit,Simon Fraser University,NA,Re-Examining Creative Writing in Relation to Composition ,"Bridging the rhetoric/creative writing divide with survey research, textbook analysis, international multimodal writing, and WAC"
Canada,"""Craft and Rhetoric: The Assumptions of Creative Writing Textbooks""",Craft and Rhetoric: The Assumptions of Creative Writing Textbooks,Re-Examining Creative Writing in Relation to Composition ,"Bridging the rhetoric/creative writing divide with survey research, textbook analysis, international multimodal writing, and WAC"
Laura Wilder,University at Albany,Rhetoric in the Creative Writing Classroom: A Nationwide Survey of,Re-Examining Creative Writing in Relation to Composition ,"Bridging the rhetoric/creative writing divide with survey research, textbook analysis, international multimodal writing, and WAC"
Marriott,Meeting Room 3,NA,Experimenting with the Everyday: The Affordances and Limitations of Womenâ€™s Writing ,"Presenters analyze womenâ€™s historical everyday writing such as: autograph books, letters, and cookbooks."
Jennie,Vaughn,NA,Experimenting with the Everyday: The Affordances and Limitations of Womenâ€™s Writing ,"Presenters analyze womenâ€™s historical everyday writing such as: autograph books, letters, and cookbooks."
Jennie Vaughn,University of Alabama,Measured Bites at Her Just Desserts: Reading Womanhood in Womenâ€™s Cookbooks,Experimenting with the Everyday: The Affordances and Limitations of Womenâ€™s Writing ,"Presenters analyze womenâ€™s historical everyday writing such as: autograph books, letters, and cookbooks."
Keri Mathis,University of Louisville,Gendered Genres: Rhetorical Rewards in 17th-Century Women,Experimenting with the Everyday: The Affordances and Limitations of Womenâ€™s Writing ,"Presenters analyze womenâ€™s historical everyday writing such as: autograph books, letters, and cookbooks."
Susanna Coleman,The University of Alabama,â€˜Virtue hope and lovelinessâ€™: The Risk and Reward of Studying Ordinary Writing in,Experimenting with the Everyday: The Affordances and Limitations of Womenâ€™s Writing ,"Presenters analyze womenâ€™s historical everyday writing such as: autograph books, letters, and cookbooks."
Marriott,Florida Ballroom VI,NA,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Terese Monberg,Michigan State University,NA,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
K. Hyoejin Yoon,West Chester University,The Presence of Asian/Asian American Scholars in College Composition and,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Phuong Tran,Ball State University,The Presence of Asian/ Asian American Scholars in College Composition and Communication,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Edward Lee,University of HawaiÊ»i at MÄnoa,"Racial Identities, Visual",Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
