presenter_name,presenter_institution,presentation_title,session_title,session_description
Shakil Rabbi,Pennsylvania State University,â€˜Muslim India Is Now Consciousâ€™: Helping Students Understand Discourses of Alterity in the," Defining the ""Cross""-Cultural: Re-thinking Rhetorical Assumptions, Terminologies, and Practices from within Comparative Argumentation ",This panel considers four theoretical pivot points in the establishment of a (teachable) cross-cultural rhetorical tradition.
Rachel Griffo,Community College of Allegheny County,Cross-Cultural Rhetoric: From Textual Analysis to Ethical Reading," Defining the ""Cross""-Cultural: Re-thinking Rhetorical Assumptions, Terminologies, and Practices from within Comparative Argumentation ",This panel considers four theoretical pivot points in the establishment of a (teachable) cross-cultural rhetorical tradition.
Tarez Samra Graban,Florida State University,Teaching â€˜Ubuntuâ€™: Arguing for and about the Performances of Pan-African Women," Defining the ""Cross""-Cultural: Re-thinking Rhetorical Assumptions, Terminologies, and Practices from within Comparative Argumentation ",This panel considers four theoretical pivot points in the establishment of a (teachable) cross-cultural rhetorical tradition.
Hilton Room 343B,Level Three,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Megan Boeshart,Old Dominion University,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Ryan Wetzel,Pennsylvania State University,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Dan Getz,Pennsylvania State University,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Krista Quesenberry,Pennsylvania State University,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Cheryl Glenn,Pennsylvania State University,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Laura Michael Brown,Pennsylvania State University,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Trace Brown,Pennsylvania State University NA,NA, Writing Experts and Technology Experts: Institutional Collaboration for Multimodal Composition in First-Year Writing ,Prepares attendees to approach collaboration between writing programs and educational technology centers for multimodal writing instruction.
Carol Bollin,Western Illinois University,NA," Feeling Things in Writing: Material Culture, Emotion Studies, and Writing for Social Action ","We engage ""thing theory"" and cultural emotion theory to model nuanced strategies for rhetorical theory and composition pedagogy."
Whitney Orth,Colorado State University,Love Your Real Body: Examining How the Dove Real Beauty Campaign Navigates the," Feeling Things in Writing: Material Culture, Emotion Studies, and Writing for Social Action ","We engage ""thing theory"" and cultural emotion theory to model nuanced strategies for rhetorical theory and composition pedagogy."
John Koban,Colorado State University,Composing Things: Thing," Feeling Things in Writing: Material Culture, Emotion Studies, and Writing for Social Action ","We engage ""thing theory"" and cultural emotion theory to model nuanced strategies for rhetorical theory and composition pedagogy."
Theory,Composition,NA," Feeling Things in Writing: Material Culture, Emotion Studies, and Writing for Social Action ","We engage ""thing theory"" and cultural emotion theory to model nuanced strategies for rhetorical theory and composition pedagogy."
Lisa Langstraat,Colorado State University,Hoarding Empathy: A Pedagogical Experiment in Emotions and Material," Feeling Things in Writing: Material Culture, Emotion Studies, and Writing for Social Action ","We engage ""thing theory"" and cultural emotion theory to model nuanced strategies for rhetorical theory and composition pedagogy."
Hilton Ballroom of the Americas Salon F,Level Two,NA, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
Virginia Bouie,Joliet Junior College,NA, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
Jessica George,Indiana University,Quantifying â€˜Beingâ€™: The Measurement of Ethos in Instructor Training, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
Alex Penn,Indiana University,The Resources and Liabilities of Digital Ethos, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
Jennifer Warfel Juszkiewicz,Indiana University,Cultivating a Programmatic Ethos of Responsiveness, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
Dana Anderson,Indiana University,Ethos as Traditional and Contemporary Framework for Instructor Training, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
John McGlothlin,III,In Defense of a Professionalized Ethos, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
Christine Farris,Indiana University NA,NA, Being Teachers: The Praxis of Ethos in Instructor Training ,This roundtable clarifies and reasserts the importance of ethos as a focus of new instructor training and of program administration generally.
GRB Room 351A,Level Three,NA, Beyond Common Ground: Listening Rhetorically as a Framework for Action in a Digital Story Project ,"Using the framework of rhetorical listening, we analyze a digital story project for the action it enables."
Allison Schuette,Valparaiso University,NA, Beyond Common Ground: Listening Rhetorically as a Framework for Action in a Digital Story Project ,"Using the framework of rhetorical listening, we analyze a digital story project for the action it enables."
Allison Schuette,Valparaiso University,NA, Beyond Common Ground: Listening Rhetorically as a Framework for Action in a Digital Story Project ,"Using the framework of rhetorical listening, we analyze a digital story project for the action it enables."
Kelly Belanger,Valparaiso University,NA, Beyond Common Ground: Listening Rhetorically as a Framework for Action in a Digital Story Project ,"Using the framework of rhetorical listening, we analyze a digital story project for the action it enables."
Krista Ratcliffe,Purdue University NA,NA, Beyond Common Ground: Listening Rhetorically as a Framework for Action in a Digital Story Project ,"Using the framework of rhetorical listening, we analyze a digital story project for the action it enables."
GRB Room 351C,Level Three,NA, Information Literacy and Foundational Writing: Transforming Curricula and Programs through Collaborative Outcomes ,"How the new ACRL Framework and WPA Outcomes can transform work in Information Literacy, Foundational Writing, and Writing Centers."
Patricia Boyd,Arizona State University,NA, Information Literacy and Foundational Writing: Transforming Curricula and Programs through Collaborative Outcomes ,"How the new ACRL Framework and WPA Outcomes can transform work in Information Literacy, Foundational Writing, and Writing Centers."
Libby Miles,University of Vermont,Transformations through Collaborative Outcomes in Foundational Writing, Information Literacy and Foundational Writing: Transforming Curricula and Programs through Collaborative Outcomes ,"How the new ACRL Framework and WPA Outcomes can transform work in Information Literacy, Foundational Writing, and Writing Centers."
Susan Dinitz,University of Vermont,Transformations through Collaborative Revision in Writing Centers, Information Literacy and Foundational Writing: Transforming Curricula and Programs through Collaborative Outcomes ,"How the new ACRL Framework and WPA Outcomes can transform work in Information Literacy, Foundational Writing, and Writing Centers."
Daisy Benson,University of Vermont,Transformations through Collaborative Design in Information Literacy, Information Literacy and Foundational Writing: Transforming Curricula and Programs through Collaborative Outcomes ,"How the new ACRL Framework and WPA Outcomes can transform work in Information Literacy, Foundational Writing, and Writing Centers."
Hilton Room 340A,Level Three,NA," Donâ€™t Just Talk about It, Be about It: Moving beyond Conversation to Integrate HBCU Contributions into the Field of Composition ","We will extend the claim that HBCUs are unique sites of inquiry, poised to be at the forefront of conversations about race and writing."
Kevin Roozen,University of Central Florida,NA," Donâ€™t Just Talk about It, Be about It: Moving beyond Conversation to Integrate HBCU Contributions into the Field of Composition ","We will extend the claim that HBCUs are unique sites of inquiry, poised to be at the forefront of conversations about race and writing."
David Green,Howard University,NA," Donâ€™t Just Talk about It, Be about It: Moving beyond Conversation to Integrate HBCU Contributions into the Field of Composition ","We will extend the claim that HBCUs are unique sites of inquiry, poised to be at the forefront of conversations about race and writing."
Faye S. Maor,North Carolina A&T State University,Making a Vision a Reality: The 2014 Conference on Teaching Composition at HBCUs and," Donâ€™t Just Talk about It, Be about It: Moving beyond Conversation to Integrate HBCU Contributions into the Field of Composition ","We will extend the claim that HBCUs are unique sites of inquiry, poised to be at the forefront of conversations about race and writing."
Karen Keaton Jackson,North Carolina Central University,Where Do We Go From Here? Including HBCUs in Relevant Composition Research," Donâ€™t Just Talk about It, Be about It: Moving beyond Conversation to Integrate HBCU Contributions into the Field of Composition ","We will extend the claim that HBCUs are unique sites of inquiry, poised to be at the forefront of conversations about race and writing."
Melissa Berry Pearson,Claflin University,Moving Forward: Turning the One-Time Conversation into an HBCU Special Interest Group," Donâ€™t Just Talk about It, Be about It: Moving beyond Conversation to Integrate HBCU Contributions into the Field of Composition ","We will extend the claim that HBCUs are unique sites of inquiry, poised to be at the forefront of conversations about race and writing."
Hope Jackson,North Carolina A&T State University,Where Do We Go From Here? Including HBCUs in Relevant Composition Research and," Donâ€™t Just Talk about It, Be about It: Moving beyond Conversation to Integrate HBCU Contributions into the Field of Composition ","We will extend the claim that HBCUs are unique sites of inquiry, poised to be at the forefront of conversations about race and writing."
Virginia Schwarz,Portland Community College,NA," Assessment, Pedagogy, and Curriculum in Basic Writing ","In this presentation, speakers focus on methods of assessment and selfevaluation for basic writers."
Matthew Pifer,Husson University,Considering the Silences: Designing an Integrated Developmental Writing Curriculum to," Assessment, Pedagogy, and Curriculum in Basic Writing ","In this presentation, speakers focus on methods of assessment and selfevaluation for basic writers."
Hope Parisi,Kingsborough Community College,Student-Present Narratives in Basic Writing: A Professional Writing Strategy for," Assessment, Pedagogy, and Curriculum in Basic Writing ","In this presentation, speakers focus on methods of assessment and selfevaluation for basic writers."
Virginia Schwarz,Portland Community College,Assessment as Activism: Critical Pedagogy and Contract Grading," Assessment, Pedagogy, and Curriculum in Basic Writing ","In this presentation, speakers focus on methods of assessment and selfevaluation for basic writers."
Hilton Room 333,Level Three,NA, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Tracy Carrick,Cornell University,NA, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
McKinley Green,Michigan State University,(Inter)active, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Creating a Reciprocal,Engaged,NA, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Lindsay Hamilton,University of Texas at El Paso,Propelling Classroom, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Writing Into Community Engagement Using the Narrative of Self,Us,NA, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Ravyn McKee,Indiana University of Pennsylvania,International Service, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Learning in the Writing ClassEmphasizing Sustainability,Care,NA, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Nancy Reddy,Stockton University,Personal Writing and Public Spaces: Extracurricular Literacy Instruction as a Site of Civic Engagement, Activist Pedagogies: Service-Learning and Civic Engagement ,"In this session, panelists offer rich portraits of engaged, locally-responsive service-learning projects."
Hilton Ballroom of the Americas Salon B,Level Two,NA, The Transfer of Transfer Project: Researching the Efficacy of Teaching for Transfer (TFT) in Four Courses and on Four Campuses ,This panel shares the research design and initial findings for the multiinstitutional Teaching for Transfer (TFT) transfer project.
Kathleen Blake Yancey,Florida State University,NA, The Transfer of Transfer Project: Researching the Efficacy of Teaching for Transfer (TFT) in Four Courses and on Four Campuses ,This panel shares the research design and initial findings for the multiinstitutional Teaching for Transfer (TFT) transfer project.
Matt Davis,University of Massachusetts,NA, The Transfer of Transfer Project: Researching the Efficacy of Teaching for Transfer (TFT) in Four Courses and on Four Campuses ,This panel shares the research design and initial findings for the multiinstitutional Teaching for Transfer (TFT) transfer project.
Liane Robertson,William Paterson University,NA, The Transfer of Transfer Project: Researching the Efficacy of Teaching for Transfer (TFT) in Four Courses and on Four Campuses ,This panel shares the research design and initial findings for the multiinstitutional Teaching for Transfer (TFT) transfer project.
Erin Workman,Florida State University,NA, The Transfer of Transfer Project: Researching the Efficacy of Teaching for Transfer (TFT) in Four Courses and on Four Campuses ,This panel shares the research design and initial findings for the multiinstitutional Teaching for Transfer (TFT) transfer project.
Kara Taczak,University of Denver,NA, The Transfer of Transfer Project: Researching the Efficacy of Teaching for Transfer (TFT) in Four Courses and on Four Campuses ,This panel shares the research design and initial findings for the multiinstitutional Teaching for Transfer (TFT) transfer project.
Kathleen Blake Yancey,Florida State University NA,NA, The Transfer of Transfer Project: Researching the Efficacy of Teaching for Transfer (TFT) in Four Courses and on Four Campuses ,This panel shares the research design and initial findings for the multiinstitutional Teaching for Transfer (TFT) transfer project.
Hilton Room 340B,Level Three,NA, Conversations with the Past: Historiography in Research and Pedagogy ,What makes good historiography? What are the emerging frameworks for this kind of research?
Jessica Enoch,University of Maryland,NA, Conversations with the Past: Historiography in Research and Pedagogy ,What makes good historiography? What are the emerging frameworks for this kind of research?
Lauren Cardon,University of Alabama,NA, Conversations with the Past: Historiography in Research and Pedagogy ,What makes good historiography? What are the emerging frameworks for this kind of research?
Leah DiNatale,University of Alabama,Methods and Motivation: The Political Possibilities of Family History, Conversations with the Past: Historiography in Research and Pedagogy ,What makes good historiography? What are the emerging frameworks for this kind of research?
Jennie Vaughn,University of Alabama,Critical and Respectful: The Balancing Act of Historical Research, Conversations with the Past: Historiography in Research and Pedagogy ,What makes good historiography? What are the emerging frameworks for this kind of research?
Amy Dayton,University of Alabama,The Ethnographic Impulse in Historical Research, Conversations with the Past: Historiography in Research and Pedagogy ,What makes good historiography? What are the emerging frameworks for this kind of research?
GRB Room 351D,Level Three,NA, Authors and Their Devices: Digital Composing Strategies ,This panel examines the relationships between the personal and professional in digital composition pedagogies.
Mariette Ogg,U.S. Coast Guard Academy,NA, Authors and Their Devices: Digital Composing Strategies ,This panel examines the relationships between the personal and professional in digital composition pedagogies.
Nicola Wilson Clasby,Iowa State University,Critical Self-Awareness in the Digital Matrix via Autoethnographic Praxis, Authors and Their Devices: Digital Composing Strategies ,This panel examines the relationships between the personal and professional in digital composition pedagogies.
James Lu,Emory University,Computation-Assisted Patchwriting, Authors and Their Devices: Digital Composing Strategies ,This panel examines the relationships between the personal and professional in digital composition pedagogies.
Aaron Lanser,University of California,â€˜No Cell Phones During, Authors and Their Devices: Digital Composing Strategies ,This panel examines the relationships between the personal and professional in digital composition pedagogies.
Class,"Pleaseâ€™: Borderlands Rhetoric and the Digital Underlife in the First-Year Composition Classroom""",NA, Authors and Their Devices: Digital Composing Strategies ,This panel examines the relationships between the personal and professional in digital composition pedagogies.
Marie Knowlton-Davis,Utah Valley University,Writing Strategies in Action: Personal Electronic Devices as Part of Composition Pedagogy, Authors and Their Devices: Digital Composing Strategies ,This panel examines the relationships between the personal and professional in digital composition pedagogies.
GRB Room 351E,Level Three,NA," Development of Writing Transfer via Research, Assessment, and Faculty Training ",This presentation will emphasize the ways in which faculty development and assessment are critical to an environment that not only values writing but also supports it through pedagogy and research.
Robert Derr,Danville Community College NA,NA," Development of Writing Transfer via Research, Assessment, and Faculty Training ",This presentation will emphasize the ways in which faculty development and assessment are critical to an environment that not only values writing but also supports it through pedagogy and research.
Hilton Ballroom of the Americas Salon D,Level Two,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
James P. Purdy,Duquesne University,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
David Blakesley,Clemson University,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
Joe Moxley,University of South Florida,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
Mike Palmquist,Colorado State University,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
Charles Lowe,Grand Valley State University,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
Nick Carbone,Humanities Editorial Department,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
Sherry Jones,Rocky Mountain College of Art & Design,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
John Willinsky,Stanford University,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
Jack Hennes,Michigan State University NA,NA, Taking Action on Intellectual Property with Open Educational Resources ,The Intellectual Property Caucus standing group panel on open educational resources (OER) and initiatives.
Hilton Grand Ballroom L,Level Four,NA, Teaching Writing as Rhetorical Action in Schools and Colleges ,"Descriptions of rhetorical action in a first-year writing program, Advanced Placement tests, and community literacy outreach projects."
Keith Walters,Portland State University,NA, Teaching Writing as Rhetorical Action in Schools and Colleges ,"Descriptions of rhetorical action in a first-year writing program, Advanced Placement tests, and community literacy outreach projects."
David Jolliffe,University of Arkansas,"Real Audiences, Real", Teaching Writing as Rhetorical Action in Schools and Colleges ,"Descriptions of rhetorical action in a first-year writing program, Advanced Placement tests, and community literacy outreach projects."
Purposes,"Real Rhetoric in a Literacy-Outreach Project""",NA, Teaching Writing as Rhetorical Action in Schools and Colleges ,"Descriptions of rhetorical action in a first-year writing program, Advanced Placement tests, and community literacy outreach projects."
Roger Cherry,Ohio State University,All That Glitters Rhetorical Is Not Rhetoric, Teaching Writing as Rhetorical Action in Schools and Colleges ,"Descriptions of rhetorical action in a first-year writing program, Advanced Placement tests, and community literacy outreach projects."
Beth Daniell,Kennesaw State University,Rhetoric for College Writing, Teaching Writing as Rhetorical Action in Schools and Colleges ,"Descriptions of rhetorical action in a first-year writing program, Advanced Placement tests, and community literacy outreach projects."
Hilton Room 343A,Level Three,NA, Enacting (Digital) Citizenship in (University of) Houston ,"This panel focuses on digital writing actions related to complicating race, sexual orientation, and student-veteran experience."
Scott Evans,University of the Pacific,NA, Enacting (Digital) Citizenship in (University of) Houston ,"This panel focuses on digital writing actions related to complicating race, sexual orientation, and student-veteran experience."
Rebecca Hallman,University of Houston,NA, Enacting (Digital) Citizenship in (University of) Houston ,"This panel focuses on digital writing actions related to complicating race, sexual orientation, and student-veteran experience."
Travis Webster,University of Houston-Clear Lake,NA, Enacting (Digital) Citizenship in (University of) Houston ,"This panel focuses on digital writing actions related to complicating race, sexual orientation, and student-veteran experience."
Maurice Wilson,University of Houston NA,NA, Enacting (Digital) Citizenship in (University of) Houston ,"This panel focuses on digital writing actions related to complicating race, sexual orientation, and student-veteran experience."
GRB Room 340B,Level Three,NA, Bringing the Office to the Class: How Computer Simulations Enhance Proposal Writing for Technical Writing Students ,Using computer simulations in technical writing pedagogy improves studentsâ€™ interest and understanding of the rhetorical situation.
Jonathan Balzotti,Brigham Young University,NA, Bringing the Office to the Class: How Computer Simulations Enhance Proposal Writing for Technical Writing Students ,Using computer simulations in technical writing pedagogy improves studentsâ€™ interest and understanding of the rhetorical situation.
Lauren Fine,Brigham Young University,Tapping into Narrative: How the Simulation Influenced Student Interest and, Bringing the Office to the Class: How Computer Simulations Enhance Proposal Writing for Technical Writing Students ,Using computer simulations in technical writing pedagogy improves studentsâ€™ interest and understanding of the rhetorical situation.
Brian Jackson,Brigham Young University,Toward Greater Authenticity: Why and How the Technical Writing Simulation Was Created, Bringing the Office to the Class: How Computer Simulations Enhance Proposal Writing for Technical Writing Students ,Using computer simulations in technical writing pedagogy improves studentsâ€™ interest and understanding of the rhetorical situation.
Jonathan Balzotti,Brigham Young University,Comparative Analysis: How the Simulation Influenced the Rhetorical Effectiveness of the, Bringing the Office to the Class: How Computer Simulations Enhance Proposal Writing for Technical Writing Students ,Using computer simulations in technical writing pedagogy improves studentsâ€™ interest and understanding of the rhetorical situation.
Hilton Ballroom of the Americas Salon C,Level Two,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Amy Flessert,Northern Virginia Community College,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Suellynn Duffey,University of Missouri-St. Louis,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Jennifer Alexander,University of Missouri-Saint Louis,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Jeanne Allison,University of Missouri-St. Louis,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Kim Rankin,University of Missouri-St. Louis,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Rebecca Jackson,Texas State University,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Lauren Obermark,University of Missouri-St. Louis NA,NA, The Extracurriculum within Our Walls ,This panel interweaves the extracurriculum and graduate instruction in an MA-only English department.
Hilton Ballroom of the Americas Salon E,Level Two,NA, Resources for Teaching Writing to Support #BlackLivesMatter at Predominantly White Institutions ,Session will provide attendees with pedagogical resources to decenter white norms and challenge unexamined white supremacy at PWIs.
Todd Craig,Medgar Evers College,NA, Resources for Teaching Writing to Support #BlackLivesMatter at Predominantly White Institutions ,Session will provide attendees with pedagogical resources to decenter white norms and challenge unexamined white supremacy at PWIs.
Timothy R. Dougherty,West Chester University of PA,NA, Resources for Teaching Writing to Support #BlackLivesMatter at Predominantly White Institutions ,Session will provide attendees with pedagogical resources to decenter white norms and challenge unexamined white supremacy at PWIs.
Randall Cream,West Chester University of PA,NA, Resources for Teaching Writing to Support #BlackLivesMatter at Predominantly White Institutions ,Session will provide attendees with pedagogical resources to decenter white norms and challenge unexamined white supremacy at PWIs.
Michael Burns,West Chester University of PA NA,NA, Resources for Teaching Writing to Support #BlackLivesMatter at Predominantly White Institutions ,Session will provide attendees with pedagogical resources to decenter white norms and challenge unexamined white supremacy at PWIs.
Hilton Room 346A,Level Three,NA," ""It Takes Two to Make a Thing Go Right"": An Experiment in Team Teaching an Advanced Composition Course with Writing in the Disciplines Focus ","Team teachers of a composition course, along with a former student, discuss the drawbacks and benefits of this pedagogical approach."
Susan Gebhardt-Burns,Norwalk Community College,NA," ""It Takes Two to Make a Thing Go Right"": An Experiment in Team Teaching an Advanced Composition Course with Writing in the Disciplines Focus ","Team teachers of a composition course, along with a former student, discuss the drawbacks and benefits of this pedagogical approach."
Thomas Bagwell,University of Mississippi,â€˜It Takes Two To Make a Thing Go Rightâ€™," ""It Takes Two to Make a Thing Go Right"": An Experiment in Team Teaching an Advanced Composition Course with Writing in the Disciplines Focus ","Team teachers of a composition course, along with a former student, discuss the drawbacks and benefits of this pedagogical approach."
Karla Lyles,University of Mississippi,â€˜It Takes Two To Make a Thing  Go Rightâ€™: An Experiment in Team Teaching an Advanced Composition," ""It Takes Two to Make a Thing Go Right"": An Experiment in Team Teaching an Advanced Composition Course with Writing in the Disciplines Focus ","Team teachers of a composition course, along with a former student, discuss the drawbacks and benefits of this pedagogical approach."
GRB Room 351F,Level Three,NA, Professionalizing Graduate Teaching Assistants: How Advisors Support Successful Writing Instruction ,"This session discusses how advisors professionalize GTAsâ€™ pedagogical practices, leading to a more unified composition program."
Christina Giarrusso,Florida State University,NA, Professionalizing Graduate Teaching Assistants: How Advisors Support Successful Writing Instruction ,"This session discusses how advisors professionalize GTAsâ€™ pedagogical practices, leading to a more unified composition program."
Steve Oakey,Virginia Tech,NA, Professionalizing Graduate Teaching Assistants: How Advisors Support Successful Writing Instruction ,"This session discusses how advisors professionalize GTAsâ€™ pedagogical practices, leading to a more unified composition program."
Julie Mengert,Virginia Tech,NA, Professionalizing Graduate Teaching Assistants: How Advisors Support Successful Writing Instruction ,"This session discusses how advisors professionalize GTAsâ€™ pedagogical practices, leading to a more unified composition program."
Kathy Combiths,Virginia Tech,NA, Professionalizing Graduate Teaching Assistants: How Advisors Support Successful Writing Instruction ,"This session discusses how advisors professionalize GTAsâ€™ pedagogical practices, leading to a more unified composition program."
Sheila Carter-Tod,Virginia Tech NA,NA, Professionalizing Graduate Teaching Assistants: How Advisors Support Successful Writing Instruction ,"This session discusses how advisors professionalize GTAsâ€™ pedagogical practices, leading to a more unified composition program."
Hilton Room 344B,Level Three,NA, College Writing in High School: Writing Our Way Out of Test Culture ,"Delivery of composition within a Title I high school context: how are identity, transfer, curriculum, collaboration, and access addressed?"
Joan Graham,University of Washington,NA, College Writing in High School: Writing Our Way Out of Test Culture ,"Delivery of composition within a Title I high school context: how are identity, transfer, curriculum, collaboration, and access addressed?"
Kristen Jones,Eastside Memorial High School,Advanced Placement: Writing Our Way Out of Test Culture, College Writing in High School: Writing Our Way Out of Test Culture ,"Delivery of composition within a Title I high school context: how are identity, transfer, curriculum, collaboration, and access addressed?"
Aimee Hendrix Soto,University of Texas,Dual Credit: Writing Our Way Out of Test Culture, College Writing in High School: Writing Our Way Out of Test Culture ,"Delivery of composition within a Title I high school context: how are identity, transfer, curriculum, collaboration, and access addressed?"
Ellen Thibodeaux,Eastside Memorial High School,Research and Technical Writing: Writing Our Way Out of Test Culture, College Writing in High School: Writing Our Way Out of Test Culture ,"Delivery of composition within a Title I high school context: how are identity, transfer, curriculum, collaboration, and access addressed?"
Hilton Ballroom of the Americas Salon A,Level Two,NA, Literacy Development and Rhetorical Invention in the Multilingual Classroom ,This presentation will define particularly distinguished or like characteristics of rhetorical invention of L1 in L2 composition classes found through the most recent scholarship on invention.
Barbara Lâ€™Eplattenier,University of Arkansas-Little Rock,NA, Literacy Development and Rhetorical Invention in the Multilingual Classroom ,This presentation will define particularly distinguished or like characteristics of rhetorical invention of L1 in L2 composition classes found through the most recent scholarship on invention.
Romana Hinton,University of Tennessee,Rhetorical Invention in L2 Composition Classes, Literacy Development and Rhetorical Invention in the Multilingual Classroom ,This presentation will define particularly distinguished or like characteristics of rhetorical invention of L1 in L2 composition classes found through the most recent scholarship on invention.
Angela Rounsaville,University of Central Florida,English Language Learning Taken-for-Granted, Literacy Development and Rhetorical Invention in the Multilingual Classroom ,This presentation will define particularly distinguished or like characteristics of rhetorical invention of L1 in L2 composition classes found through the most recent scholarship on invention.
Yu-Kyung Kang,University of Illinois at Urbana-Champaign,Tracing Literacy across Time and Borders: The Changing Global and Local, Literacy Development and Rhetorical Invention in the Multilingual Classroom ,This presentation will define particularly distinguished or like characteristics of rhetorical invention of L1 in L2 composition classes found through the most recent scholarship on invention.
Hilton Room 335A,Level Three,NA, Faculty Developer as Activist: Strategies for Writing Instructors and WPAs ,Examining how engagement in faculty development can help composition instructors and WPAs bring about needed change at their institution.
Irwin Weiser,Purdue University,NA, Faculty Developer as Activist: Strategies for Writing Instructors and WPAs ,Examining how engagement in faculty development can help composition instructors and WPAs bring about needed change at their institution.
Carol Rutz,Carleton College,Activating Assessment through Faculty Development, Faculty Developer as Activist: Strategies for Writing Instructors and WPAs ,Examining how engagement in faculty development can help composition instructors and WPAs bring about needed change at their institution.
